LOAN  #,Account Number,Status,DEALER,NAME,YEAR,MAKE,MODEL,VIN,GAAP DATE,NOI SENT,DAFS,DATE SOLD,C/O DATE,MONTHS IN INVENTORY,LOCATION,SOLD TO,MILEAGE,CR Grade,CHARGEABLE DAMAGES,BALANCE REPO DATE,AWV,MMR,CASH PRICE,ESTIMATED RECOVERY %,CURRENT MO PROCEEDS ESTIMATE,EOM GAAP PROCEEDS ESTIMATE,ACTUAL PROCEEDS,BACK END PRODUCT CANCELLATION,INSURANCE CLAIMS,GROSS C/O AMT,UNEARNED DISCOUNT,NET LOSS OR GAIN,RECOVERY,REM BAL,CASH OR NEW A/C#?,REASON / COMMENTS,Notes,EXCEPTION?,EXCEPTION DETAIL,Same Month Sale,MIN VAL,GAIN (LOSS),% DIFF,REPO_MONTH,REPO_ALLOW2 (HIST),Proforma NRV,Proforma G/L,Proforma Difference
3322.1,1,OCO,TLC AUTO SALES,,2012.0,HONDA,CIVIC,2HGFB2F51CH545581,10/05/2020,,,,10/05/2020,6.2,,,,,0.0,10.87,,,,,0.0,0.0,,0.0,0.0,-10.87,0.0,-10.87,,-10.87,,LOW BALANCE CHARGE-OFF,,,,0,,,,Oct-20,,,,
3324.1,1,Sold,6TH GEAR,,2011.0,CHEVY,CRUZE,1G1PF5S9XB7191404,09/06/2018,09/06/2018,09/18/2018,09/27/2018,09/28/2018,31.5,INNOVATE,INNOVATE,94458.0,,0.0,6755.38,5125.0,4700.0,2000.0,,0.0,0.0,2000.0,0.0,0.0,-4755.38,163.36,-4592.02,0.0,-4592.02,,,,OLD,,1,2000.0,0.0,0.0,Sep-18,0.221,1558.0,442.0,0.0
3325.1,1,OCO,CALLAHAN,,,,,,12/31/2018,,,,12/31/2018,27.6,,,,,0.0,5196.14,,,,,0.0,0.0,,0.0,0.0,-5196.14,165.72,-5030.42,0.0,-5030.42,,ABANDONED,,OLD,,0,,,,Dec-18,,,,
3326.1,1,Sold,CAMARENA AUTO INC,,2005.0,FORD,F-350,1FTWW31P15EB20163,04/30/2017,05/01/2017,05/11/2017,08/31/2017,08/31/2017,48.0,COPART,COPART,208000.0,,0.0,10528.23,15025.0,6225.0,6225.0,,0.0,4388.58,6200.0,0.0,0.0,-4328.23,896.04,-3432.19,0.0,-3432.19,CASH,,,,,0,6225.0,-25.0,-0.004016064257028112,Apr-17,,,,
3327.1,1,Sold,MARIO'S AUTOMART,,2009.0,NISSAN,MAXIMA,1N4AA51E59C807642,07/31/2017,07/31/2017,08/10/2017,08/23/2017,08/25/2017,44.9,EDWARDS,EDWARDS MOTOR CO,142316.0,,0.0,10050.76,7075.0,4650.0,2000.0,,0.0,1357.14,1000.0,0.0,0.0,-9050.76,1132.71,-7918.05,0.0,-7918.05,CASH,,,,,0,2000.0,-1000.0,-0.5,Jul-17,,,,
3328.1,1,Sold,PRIMETIME,,2004.0,NISSAN,350Z,JN1AZ34D04T164252,08/07/2018,08/07/2018,08/17/2018,09/20/2018,09/26/2018,32.5,INNOVATE,INNOVATE,151023.0,,0.0,4630.24,5000.0,4200.0,1700.0,,0.0,1286.2,550.0,0.0,0.0,-4080.24,109.25,-3970.99,0.0,-3970.99,,,,OLD,,0,1700.0,-1150.0,-0.6764705882352942,Aug-18,0.243,1286.9,-736.9000000000001,-0.5726163649079182
3334.1,1,OCO,MY CAR STORE,,,,,,07/31/2018,,,,07/31/2018,32.7,,,,,0.0,2905.38,,,,,0.0,0.0,,0.0,0.0,-2905.38,451.64,-2453.74,0.0,-2453.74,,INSURANCE DEFICIENCY,,OLD,,0,,,,Jul-18,,,,
3338.1,1,Sold,ICARS,,2012.0,NISSAN,SENTRA,3N1AB6AP5CL679626,09/13/2016,09/13/2016,09/23/2016,03/30/2017,03/31/2017,55.6,MANHEIM,MONTE HALE,150242.0,,0.0,7830.36,4260.0,3075.0,3075.0,,0.0,2062.31,1600.0,0.0,0.0,-6230.36,873.35,-5357.01,0.0,-5357.01,CASH,,,,,0,3075.0,-1475.0,-0.4796747967479675,Sep-16,,,,
3339.1,1,Sold,MY CAR STORE,,2011.0,FORD,FLEX,2FMGK5BC2BBD05834,09/26/2017,09/26/2017,10/06/2017,10/12/2017,10/17/2017,43.0,PAR,PAR,133056.0,,0.0,11946.79,7775.0,6375.0,6375.0,,0.0,4377.68,4400.0,0.0,0.0,-7546.79,1175.95,-6370.84,0.0,-6370.84,CASH,,,,,0,6375.0,-1975.0,-0.30980392156862746,Sep-17,,,,
3344.1,1,OCO,MIDCITY,,,,,,09/30/2016,,,,09/30/2016,55.0,,,,,0.0,2112.43,,,,,0.0,0.0,,0.0,0.0,-2112.43,1663.3,-449.13,0.0,-449.13,,INSURANCE DEFICIENCY,,,,0,,,,Sep-16,,,,
3350.1,1,Sold,BEST PRICE,,2007.0,MERCEDES,CCLASS,WDBRF52H97A938944,04/10/2018,04/10/2018,04/20/2018,05/17/2018,05/24/2018,36.5,COPART,COPART,117020.0,,0.0,8377.28,3650.0,3300.0,2500.0,,0.0,2148.84,1400.0,0.0,0.0,-6977.28,508.92,-6468.36,0.0,-6468.36,,,,OLD,,0,2500.0,-1100.0,-0.44,Apr-18,0.14,2150.0,-750.0,-0.3488372093023256
3357.1,1,Sold,VIVA EL REY AUTO,,2004.0,INFINITI,G,JNKCV51E44M606226,04/04/2017,04/04/2017,04/14/2017,04/07/2017,04/18/2017,48.8,PAR,PAR,120000.0,,0.0,7465.9,5200.0,2700.0,2000.0,,0.0,0.0,1950.0,0.0,0.0,-5515.9,857.21,-4658.69,0.0,-4658.69,CASH,,,,,1,2000.0,-50.0,-0.025,Apr-17,,,,
3362.1,1,Sold,STALLION AUTO,,2010.0,FORD,FUSION,3FAHP0HA0AR201612,09/22/2017,09/22/2017,10/02/2017,10/12/2017,10/17/2017,43.1,PAR,PAR,92111.0,,0.0,7432.27,4400.0,4300.0,3750.0,,0.0,2575.11,3300.0,0.0,0.0,-4132.27,566.81,-3565.46,0.0,-3565.46,CASH,,,,,0,3750.0,-450.0,-0.12,Sep-17,,,,
3365.1,1,Sold,CALLAHAN,,2008.0,DODGE,RAM 1500,1D7HU18N38J148278,06/04/2018,06/04/2018,06/14/2018,06/20/2018,06/29/2018,34.6,INNOVATE,INNOVATE,142025.0,,0.0,9223.79,8625.0,5550.0,4500.0,,0.0,0.0,5400.0,0.0,0.0,-3823.79,355.33,-3468.46,0.0,-3468.46,,,,OLD,,1,4500.0,900.0,0.2,Jun-18,0.187,3658.5,1741.5,0.0
3366.1,1,OCO,CALLAHAN,,,,,,02/06/2017,,,,02/06/2017,50.7,,,,,0.0,2719.0,,,,,0.0,0.0,,0.0,0.0,-2719.0,1436.03,-1282.97,200.0,-1082.97,,INSURANCE DEFICIENCY,taken in AMS 6/7/17,,,0,,,,Feb-17,,,,
3367.1,1,Sold,MY CAR STORE,,2012.0,KIA,SOUL,KNDJT2A53C7746293,03/31/2017,03/31/2017,04/10/2017,06/01/2017,06/07/2017,49.0,PAR,PAR,77870.0,,0.0,9243.98,7000.0,5150.0,5150.0,,0.0,3734.54,4200.0,0.0,0.0,-5043.98,729.57,-4314.41,0.0,-4314.41,CASH,,,,,0,5150.0,-950.0,-0.18446601941747573,Mar-17,,,,
3368.1,1,Sold,VECTOR,,2013.0,VOLKSWAGON,JETTA,3VWDX7AJ8DM442845,07/24/2018,07/24/2018,08/03/2018,02/22/2019,02/28/2019,33.0,INNOVATE,INNOVATE,48027.0,,0.0,12611.17,8150.0,6700.0,6500.0,,0.0,5182.31,3500.0,0.0,0.0,-9111.17,279.54,-8831.63,0.0,-8831.63,,,,OLD,,0,6500.0,-3000.0,-0.46153846153846156,Jul-18,0.203,5180.5,-1680.5,-0.3243895376894122
3369.1,1,Sold,SKYLINE MOTORS,,2009.0,HONDA,ACCORD,1HGCP36889A031027,03/08/2017,03/08/2017,03/18/2017,04/30/2017,04/30/2017,49.7,MIDCITY,HEB AUTO SALES,118312.0,,0.0,12415.61,7750.0,6900.0,5000.0,,0.0,3625.76,5000.0,0.0,0.0,-7415.61,1487.36,-5928.25,0.0,-5928.25,CASH,,,,,0,5000.0,0.0,0.0,Mar-17,,,,
3370.1,1,Sold,MARIOS AUTO,,2007.0,INFINITI,G35,JNKBV61E77M703054,01/03/2018,01/03/2018,01/15/2018,02/01/2018,02/07/2018,39.7,PAR,PAR,145006.0,,0.0,6592.63,5050.0,4325.0,4325.0,,0.0,3690.31,1500.0,0.0,0.0,-5092.63,422.96,-4669.67,0.0,-4669.67,CASH,,,,,0,4325.0,-2825.0,-0.653179190751445,Jan-18,0.147,3689.22,-2189.22,-0.5934099891033877
3371.1,1,Sold,AUTO CLASS DIRECT,,2012.0,TOYOTA,CAMRY,4T1BK1FK6CU007223,09/13/2016,09/13/2016,09/23/2016,10/21/2016,10/21/2016,55.6,AUTO CLASS,AUTO CLASS DIRECT,133255.0,,0.0,13778.47,9750.0,9075.0,9075.0,,0.0,6086.31,11509.0,0.0,0.0,-2269.47,2240.86,-28.61,0.0,-28.61,ACCT 3615,,,,,0,9075.0,2434.0,0.2682093663911846,Sep-16,,,,
3372.1,1,Sold,BEST PRICE,,2005.0,CHEVY,SILVERADO,2GCEC13T851357172,11/28/2017,11/28/2017,12/08/2017,12/14/2017,12/20/2017,40.9,PAR,PAR,158283.0,,0.0,10693.71,8300.0,6300.0,4000.0,,0.0,3420.46,3800.0,0.0,0.0,-6893.71,752.91,-6140.8,0.0,-6140.8,CASH,,,,,0,4000.0,-200.0,-0.05,Nov-17,,,,
3373.1,1,Sold,MY CAR STORE,,2007.0,CHRYSLER,300,2C3KA43R07H753495,04/13/2017,,04/13/2017,04/10/2017,04/18/2017,48.5,COPART,COPART,90089.0,,0.0,6893.5,5700.0,3450.0,2100.0,,0.0,0.0,2100.0,0.0,0.0,-4793.5,596.94,-4196.56,0.0,-4196.56,CASH,,,,,1,2100.0,0.0,0.0,Apr-17,,,,
3374.1,1,Sold,CARRICK'S,,2007.0,CHEVROLET,TAHOE,1GNFK13027R295038,07/31/2017,07/31/2017,08/10/2017,08/25/2017,08/28/2017,44.9,MIDCITY MUFFLER,MONTE HALE,197313.0,,0.0,11731.25,8900.0,7275.0,5000.0,,0.0,3392.84,2000.0,0.0,0.0,-9731.25,1304.72,-8426.53,0.0,-8426.53,CASH,,,,,0,5000.0,-3000.0,-0.6,Jul-17,,,,
3376.1,1,Sold,AUTO CLASS DIRECT,,2004.0,LEXUS,IS 300,JTHBD192940092611,11/30/2016,11/30/2016,12/12/2016,02/14/2017,02/14/2017,53.0,AUTO CLASS,COPART,156000.0,,0.0,8029.24,5525.0,3825.0,3825.0,,0.0,2310.15,2050.0,0.0,0.0,-5979.24,1134.96,-4844.28,0.0,-4844.28,CASH,,,,,0,3825.0,-1775.0,-0.46405228758169936,Nov-16,,,,
3379.1,1,OCO,TEXAS MOTOR CLUB,,,,,,09/30/2016,,,,09/30/2016,55.0,,,,,0.0,607.75,,,,,0.0,0.0,,0.0,0.0,-607.75,1459.55,851.8,851.8,1703.6,,INSURANCE DEFICIENCY,net gain,,,0,,,,Sep-16,,,,
3381.1,1,Sold,CAPITAL AUTO SALES,,2012.0,FORD,FOCUS,1FAHP3F22CL115572,04/25/2017,04/25/2017,05/05/2017,06/30/2017,06/30/2017,48.1,COPART,COPART,110000.0,,0.0,8506.71,4650.0,3925.0,900.0,,0.0,634.49,1150.0,0.0,0.0,-7356.71,834.37,-6522.34,0.0,-6522.34,CASH,,,,,0,900.0,250.0,0.2777777777777778,Apr-17,,,,
3388.1,1,Sold,6TH GEAR,,2008.0,NISSIAN,ROGUE,JN8AS58V88W401160,01/31/2018,01/31/2018,02/12/2018,03/01/2018,03/16/2018,38.8,INNOVATE,INNOVATE,115135.0,,0.0,4569.28,4275.0,3250.0,3250.0,,0.0,2773.07,1600.0,0.0,0.0,-2969.28,251.08,-2718.2,0.0,-2718.2,CASH,,,,,0,3250.0,-1650.0,-0.5076923076923077,Jan-18,0.147,2772.25,-1172.25,-0.4228514744341239
3390.1,1,Sold,FIDELITY VENTURES,,2006.0,MERCEDES,CLK,WDBTK76G76T068693,11/07/2018,11/07/2018,11/19/2018,01/16/2019,01/25/2019,29.4,INNOVATE,INNOVATE,128021.0,,0.0,8610.35,7750.0,7100.0,7100.0,,0.0,5353.4,5700.0,0.0,0.0,-2910.35,353.64,-2556.71,0.0,-2556.71,,,,OLD,,0,7100.0,-1400.0,-0.19718309859154928,Nov-18,0.246,5353.4,346.60000000000036,0.0
3398.1,1,Sold,6TH GEAR,,2003.0,CADILLAC,ESCALADE,1GYEK63N43R115995,09/07/2016,09/07/2016,09/19/2016,11/03/2016,11/03/2016,55.8,6TH GEAR,6TH GEAR,144002.0,,0.0,9564.75,7650.0,4850.0,4850.0,,0.0,3252.74,6900.0,0.0,0.0,-2664.75,1428.92,-1235.83,0.0,-1235.83,ACCT 3636,,,,,0,4850.0,2050.0,0.422680412371134,Sep-16,,,,
3399.1,1,Sold,ICARS,,2008.0,INFINITI,M35,JNKAY01E88M600887,05/18/2017,05/18/2017,05/30/2017,07/20/2017,07/25/2017,47.4,RICK'S AUTO BODY,PAR,158000.0,,0.0,10965.03,7550.0,5975.0,5000.0,,0.0,3456.45,600.0,0.0,0.0,-10365.03,1283.93,-9081.1,0.0,-9081.1,CASH,,,,,0,5000.0,-4400.0,-0.88,May-17,,,,
3403.1,1,OCO,CARISMA,,,,,,06/27/2016,,,,06/27/2016,58.2,,,,,0.0,1367.05,,,,,0.0,0.0,,0.0,0.0,-1367.05,973.08,-393.97,360.0,-33.97,,INSURANCE DEFICIENCY,,,,0,,,,Jun-16,,,,
3404.1,1,Sold,LEGACY,,2011.0,MINI,COOPER,WMWZG3C57BTY35877,09/14/2018,09/14/2018,09/24/2018,10/10/2018,10/19/2018,31.2,INNOVATE,INNOVATE,103035.0,,0.0,11581.38,5175.0,4350.0,4350.0,,0.0,3388.82,2300.0,0.0,0.0,-9281.38,478.77,-8802.61,0.0,-8802.61,,,,OLD,,0,4350.0,-2050.0,-0.47126436781609193,Sep-18,0.221,3388.65,-1088.65,-0.32126363005916814
3406.1,1,Sold,AUTO CLASS DIRECT,,2008.0,MERCEDES,CLA,WDBUF56X28B352710,08/13/2019,08/13/2019,08/23/2019,09/25/2019,09/27/2019,20.1,INNOVATE,INNOVATE,157025.0,1.7,3287.0,5159.88,3975.0,3200.0,3200.0,,0.0,2195.2,1800.0,0.0,0.0,-3359.88,131.29,-3228.59,,-3228.59,,,,,,0,3200.0,-1400.0,-0.4375,Aug-19,0.314,2195.2,-395.1999999999998,-0.18002915451895038
3407.1,1,Sold,AUTO CLASS DIRECT,,2011.0,FORD,EDGE,2FMDK3JC1BBB11045,09/06/2017,09/06/2017,09/15/2017,10/19/2017,10/24/2017,43.7,PAR,PAR,91276.0,,0.0,14483.96,9375.0,8125.0,7500.0,,0.0,5150.21,8400.0,0.0,0.0,-6083.96,1105.51,-4978.45,0.0,-4978.45,CASH,,,,,0,7500.0,900.0,0.12,Sep-17,,,,
3408.1,1,Sold,BRANNAN AUTO,,2007.0,TOYOTA,SEQUIOA,5TDZT34A57S287748,12/28/2020,12/28/2020,01/08/2021,02/17/2021,02/23/2021,3.4,CARS,CARS,137895.0,2.4,5722.0,6262.08,,6000.0,6000.0,,0.0,4080.0,3800.0,0.0,0.0,-2462.08,0.0,-2462.08,,-2462.08,,,,,,0,6000.0,-2200.0,-0.36666666666666664,Dec-20,0.32,4080.0,-280.0,-0.06862745098039216
3412.1,1,Sold,MY CAR STORE,,2010.0,LINCOLN,MKS,1LNHL9DR6AG614255,11/18/2016,11/18/2016,11/28/2016,03/31/2017,03/31/2017,53.4,WILBORN,HEB AUTO SALES,135400.0,,0.0,10830.0,8000.0,5125.0,5125.0,,0.0,3095.3,4400.0,0.0,0.0,-6430.0,1207.54,-5222.46,0.0,-5222.46,CASH,,,,,0,5125.0,-725.0,-0.14146341463414633,Nov-16,,,,
3413.1,1,Sold,VECTOR AUTOMOTIVE,,2007.0,MERCURY,MOUNTAINEER,4M2EU38837UJ10446,11/09/2016,11/09/2016,11/11/2016,12/30/2016,12/31/2016,53.7,EDWARDS,EDWARDS MOTOR CO,145559.0,,0.0,7874.52,6400.0,2875.0,2875.0,,0.0,1736.39,4800.0,0.0,0.0,-3074.52,1198.7,-1875.82,0.0,-1875.82,ACCT 3688,,,,,0,2875.0,1925.0,0.6695652173913044,Nov-16,,,,
3414.1,1,Sold,CAR AND CREDIT,,2014.0,TOYOTA,CAMRY,4T4BF1FK7ER418868,12/07/2017,12/07/2017,12/18/2017,12/28/2017,12/31/2017,40.6,PAR,PAR,82589.0,,0.0,13543.15,10700.0,7500.0,7500.0,,0.0,0.0,8000.0,0.0,0.0,-5543.15,458.78,-5084.37,0.0,-5084.37,CASH,,,,,1,7500.0,500.0,0.06666666666666667,Dec-17,,,,
3415.1,1,Reinstate,SILO MOTORS,,2006.0,LEXUS,ES 330,JTHBA30G565170546,09/13/2017,09/13/2017,09/25/2017,,,38.8,,,,,0.0,11662.09,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,Sep-17,,,,
3416.1,1,OCO,STALLION AUTO SALES,,,,,,04/26/2017,,,,04/26/2017,48.1,,,,,0.0,5354.12,,,,,0.0,0.0,,0.0,0.0,-5354.12,1029.76,-4324.36,0.0,-4324.36,,INSURANCE DEFICIENCY,,,,0,,,,Apr-17,,,,
3420.1,1,Sold,SHAKER AUTOPLEX,,2005.0,DODGE,DURANGO,1D4HD48D55F507926,09/14/2017,09/14/2017,09/25/2017,10/05/2017,10/11/2017,43.4,PAR,PAR,160745.0,,0.0,3874.87,3875.0,2000.0,2000.0,,0.0,1373.39,1200.0,0.0,0.0,-2674.87,244.72,-2430.15,0.0,-2430.15,CASH,,,,,0,2000.0,-800.0,-0.4,Sep-17,,,,
3421.1,1,OCO,MY CAR STORE,,2013.0,HYUNDAI,ELANTRA,KMHDH4AE8DU525698,09/28/2020,,,,09/28/2020,6.4,,,,,0.0,2452.0,,,,,0.0,0.0,,0.0,0.0,-2452.0,0.43,-2451.57,,-2451.57,,ABANDONED,,,,0,,,,Sep-20,,,,
3422.1,1,Sold,ICARS,,2013.0,NISSIAN,ALTIMA,2B3CJ4DV3AH185122,10/05/2017,10/05/2017,10/16/2017,10/26/2017,10/31/2017,42.7,PAR,PAR,83152.0,,0.0,11882.21,8250.0,7650.0,5000.0,,0.0,0.0,4200.0,0.0,0.0,-7682.21,549.12,-7133.09,0.0,-7133.09,CASH,,,,,1,5000.0,-800.0,-0.16,Oct-17,,,,
3424.1,1,OCO,FIDELITY VENTURES,,2007.0,LEXUS,RX 350,JTJGK31U870005661,02/15/2020,,,,02/15/2020,13.9,,,,,0.0,432.59,,,,,0.0,0.0,,0.0,0.0,-432.59,0.0,-432.59,,-432.59,,LOW BALANCE CHARGE-OFF,,,,0,,,,Feb-20,,,,
3428.1,1,Sold,ZOOM AUTOS OF DALLAS,,2007.0,INFINITI,G35,JNKCV54E47M902377,12/12/2016,12/12/2016,12/22/2016,06/30/2017,06/30/2017,52.6,EDWARDS,MONTE HALE,128107.0,,0.0,10049.74,11950.0,5450.0,5450.0,,0.0,3359.68,2000.0,0.0,0.0,-8049.74,1642.82,-6406.92,0.0,-6406.92,CASH,,,,,0,5450.0,-3450.0,-0.6330275229357798,Dec-16,,,,
3429.1,1,Sold,CAPITAL AUTO SALES,,2010.0,TOYOTA,COROLLA,2T1BU4EEXAC437326,10/31/2017,10/31/2017,11/10/2017,11/30/2017,11/30/2017,41.8,PAR,PAR,134749.0,,0.0,8867.61,4800.0,3925.0,3925.0,,0.0,2964.08,2100.0,0.0,0.0,-6767.61,552.44,-6215.17,0.0,-6215.17,CASH,,,,,0,3925.0,-1825.0,-0.46496815286624205,Oct-17,,,,
3435.1,1,OCO,AUTO CLASS DIRECT,,,,,,05/31/2017,,,,05/31/2017,46.9,,,,,0.0,1035.34,,,,,0.0,0.0,,0.0,0.0,-1035.34,514.71,-520.63,0.0,-520.63,,INSURANCE DEFICIENCY,,,,0,,,,May-17,,,,
3441.1,1,Sold,DFW AUTO,,2006.0,DODGE,RAM,3D7KS28C16G109221,09/26/2017,09/26/2017,10/06/2017,10/19/2017,10/24/2017,43.0,PAR,PAR,205314.0,,0.0,19170.19,20025.0,15650.0,14250.0,,0.0,9785.41,12000.0,0.0,0.0,-7170.19,1445.54,-5724.65,0.0,-5724.65,CASH,,,,,0,14250.0,-2250.0,-0.15789473684210525,Sep-17,,,,
3443.1,1,Sold,BRANNAN AUTO SALES,,2005.0,CHEVROLET,AVALANCHE,3GNEC12Z95G281983,04/29/2017,,04/29/2017,04/29/2017,04/29/2017,48.0,6TH GEAR,6TH GEAR,152054.0,,0.0,11275.09,9200.0,4575.0,4575.0,,0.0,0.0,4200.0,0.0,0.0,-7075.09,1420.52,-5654.57,0.0,-5654.57,CASH,,,,,1,4575.0,-375.0,-0.08196721311475409,Apr-17,,,,
3449.1,1,Sold,MY CAR STORE,,2012.0,HYUNDAI,ELANTRA,5NPDH4AE8CH129865,01/06/2017,01/06/2017,01/17/2017,02/21/2017,02/21/2017,51.8,WILBORN,WILBORN MOTOR CO,108786.0,,0.0,9805.66,8250.0,4675.0,4675.0,,0.0,3087.24,5500.0,0.0,0.0,-4305.66,1517.45,-2788.21,0.0,-2788.21,CASH,,,,,0,4675.0,825.0,0.17647058823529413,Jan-17,,,,
3450.1,1,OCO,VECTOR AUTOMOTIVE,,,,,,04/27/2018,,,,04/27/2018,35.9,,,,,0.0,1340.87,,,,,0.0,0.0,,0.0,0.0,-1340.87,878.81,-462.06,0.0,-462.06,,INSURANCE DEFICIENCY,taken in AMS 5/25/18,,,0,,,,Apr-18,,,,
3453.1,1,Sold,PRO SELECT AUTOS,,2012.0,CHEVROLET,MALIBU,1G1ZA5E02CF384335,02/03/2017,02/03/2017,02/13/2017,02/28/2017,02/28/2017,50.8,PRO SELECT,MIDCITY,97318.0,,0.0,9024.09,9200.0,5325.0,5325.0,,0.0,0.0,5000.0,0.0,0.0,-4024.09,1316.22,-2707.87,0.0,-2707.87,CASH,,,,,1,5325.0,-325.0,-0.06103286384976526,Feb-17,,,,
3456.1,1,Sold,JENO,,2007.0,INFINITI,G35,JNKBV61E07M716597,04/20/2018,04/20/2018,04/30/2018,05/23/2018,05/31/2018,36.1,INNOVATE,INNOVATE,102038.0,,0.0,10423.58,5050.0,5750.0,5750.0,,0.0,4340.65,3800.0,0.0,0.0,-6623.58,648.52,-5975.06,0.0,-5975.06,,,,OLD,,0,5050.0,-1250.0,-0.24752475247524752,Apr-18,0.14,4343.0,-543.0,-0.12502878194796224
3458.1,1,OCO,CARRICK'S,,,,,,10/11/2018,,,,10/29/2018,30.3,,,,,0.0,4105.42,,,,,0.0,0.0,,0.0,0.0,-4105.42,89.14,-4016.28,0.0,-4016.28,,SKIP,,OLD,,0,,,,Oct-18,,,,
3459.1,1,Sold,BEST PRICE,,2006.0,BUICK,LUCERNE,1G4HP57276U225516,04/16/2019,04/16/2019,04/26/2019,06/20/2019,06/28/2019,24.1,IBEAM,IBEAM,147085.0,1.3,5713.0,1668.51,2275.0,1600.0,1600.0,,0.0,1265.6,300.0,0.0,0.0,-1368.51,0.0,-1368.51,,-1368.51,,,,,,0,1600.0,-1300.0,-0.8125,Apr-19,0.209,1265.6,-965.5999999999999,-0.7629582806573957
3460.1,1,Sold,AUTO CLASS,,2011.0,CHEVY,MALIBU,1G1ZD5E13BF280676,01/09/2018,01/09/2018,01/19/2018,02/01/2018,02/07/2018,39.5,PAR,PAR,95085.0,,0.0,11101.22,5400.0,4225.0,4225.0,,0.0,3604.99,5100.0,0.0,0.0,-6001.22,704.47,-5296.75,0.0,-5296.75,CASH,,,,,0,4225.0,875.0,0.20710059171597633,Jan-18,0.147,3603.92,1496.08,0.0
3461.1,1,Sold,MY CAR STORE,,2011.0,FORD,EXPLORER,1FMHK7F87BGA69647,04/14/2017,,04/14/2017,04/29/2017,04/29/2017,48.5,PAR,EDWARDS MOTOR CO,166386.0,,0.0,14907.17,13000.0,9125.0,6500.0,,0.0,0.0,6250.0,0.0,0.0,-8657.17,1473.87,-7183.3,0.0,-7183.3,CASH,,,,,1,6500.0,-250.0,-0.038461538461538464,Apr-17,,,,
3462.1,1,Reinstate,DALLAS AUTO,,2002.0,LEXUS 300,300BASE,JTJGF10U020136604,05/15/2019,05/15/2019,05/28/2019,,,18.5,,,,,0.0,5805.65,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,May-19,,,,
3463.1,1,Sold,STALLION AUTO,,2008.0,BMW,535I,WBANW13548CZ80812,09/25/2017,09/25/2017,10/05/2017,11/08/2017,11/15/2017,43.0,PAR,PAR,121088.0,,0.0,8494.69,6400.0,5425.0,5425.0,,0.0,3725.32,3200.0,0.0,0.0,-5294.69,401.72,-4892.97,0.0,-4892.97,CASH,,,,,0,5425.0,-2225.0,-0.41013824884792627,Sep-17,,,,
3465.1,1,Sold,AUTO CLASS,,2006.0,BUICK,LUCERNE,1G4HE57Y86U212543,01/02/2018,01/02/2018,01/12/2018,02/01/2018,02/07/2018,39.7,PAR,PAR,105538.0,,0.0,6344.02,3625.0,2975.0,2975.0,,0.0,2538.42,2000.0,0.0,0.0,-4344.02,542.34,-3801.68,0.0,-3801.68,CASH,,,,,0,2975.0,-975.0,-0.3277310924369748,Jan-18,0.147,2537.67,-537.6700000000001,-0.21187546056027776
3466.1,1,Sold,BEST PRICE,,2006.0,CHEVY,SILVERADO,2GCEC13T161161852,02/09/2018,02/09/2018,02/19/2018,03/07/2018,03/13/2018,38.5,PAR,PAR,185196.0,,0.0,8182.48,9075.0,5275.0,5275.0,,0.0,4555.9,4200.0,0.0,0.0,-3982.48,619.0,-3363.48,0.0,-3363.48,CASH,,,,,0,5275.0,-1075.0,-0.2037914691943128,Feb-18,0.136,4557.6,-357.60000000000036,-0.07846234860452878
3470.1,1,Sold,CALLAHAN,,2006.0,CADILLAC,ESCALADE,3GYFK66N96G125197,06/27/2017,06/27/2017,07/07/2017,08/25/2017,08/28/2017,46.0,MIDCITY MUFFLER,EDWARDS MOTOR CO,152461.0,,0.0,12108.05,8900.0,6600.0,5600.0,,0.0,3695.88,3570.0,0.0,0.0,-8538.05,1012.37,-7525.68,0.0,-7525.68,CASH,,,,,0,5600.0,-2030.0,-0.3625,Jun-17,,,,
3472.1,1,Sold,CASTLE HILLS,,2012.0,DODGE,AVENGER,1C3CDZAB0CN109933,08/14/2017,08/14/2017,08/25/2017,09/20/2017,09/25/2017,44.4,PAR,PAR,123327.0,,0.0,7283.14,3925.0,2850.0,2250.0,,0.0,1406.64,3400.0,0.0,0.0,-3883.14,666.89,-3216.25,0.0,-3216.25,CASH,,,,,0,2250.0,1150.0,0.5111111111111111,Aug-17,,,,
3474.1,1,Sold,HEB AUTO,,2013.0,CHEVY,CRUZE,1G1PC5SB0D7243489,12/12/2017,12/12/2017,12/22/2017,02/01/2018,02/07/2018,40.4,PAR,PAR,95702.0,,0.0,8119.97,6650.0,5825.0,3000.0,,0.0,2557.6,1600.0,0.0,0.0,-6519.97,673.1,-5846.87,0.0,-5846.87,CASH,,,,,0,3000.0,-1400.0,-0.4666666666666667,Dec-17,,,,
3477.1,1,Sold,Q MOTOCARS,,2007.0,DODGE,RAM,1D7HU16217J636636,09/22/2017,09/22/2017,10/02/2017,10/26/2017,10/31/2017,43.1,PAR,PAR,106428.0,,0.0,10791.55,8275.0,8050.0,6550.0,,0.0,4497.85,1800.0,0.0,0.0,-8991.55,871.97,-8119.58,0.0,-8119.58,CASH,,,,,0,6550.0,-4750.0,-0.7251908396946565,Sep-17,,,,
